gridref,region_code,allocated,nyrs,firstyear,lastyear
NN5481,INVE,Y,12,2003,2024
NN5503,CENT,Y,17,1997,2023
NN5520,CENT,Y,8,2014,2022
NN5668,PERT,Y,5,2018,2024
NN5705,CENT,Y,4,2021,2024
NN6025,PERT,Y,1,2023,2023
NN6212,CENT,Y,14,2010,2024
NN6213,CENT,Y,24,1998,2024
NN6292,INVE,N,9,2011,2019
NN6293,INVE,N,20,1994,2019
NN6306,CENT,Y,24,1996,2024
NN6335,CENT,N,5,2016,2021
NN6408,CENT,Y,10,2013,2024
NN6409,CENT,Y,16,2004,2024
NN6415,CENT,N,8,2012,2019
NN6416,CENT,N,17,1994,2019
NN6429,CENT,Y,14,2010,2024
NN6430,CENT,Y,16,1999,2024
NN6438,CENT,N,5,2016,2021
NN6439,CENT,N,5,2016,2021
NN6849,PERT,Y,4,2018,2024
NN6857,PERT,Y,10,2000,2023
NN6988,INVE,Y,7,2018,2024
NN7204,CENT,N,17,2003,2021
NN7217,CENT,Y,7,2013,2021
NN7218,CENT,Y,7,2013,2021
NN7400,CENT,N,12,2011,2023
NN7442,PERT,Y,6,2018,2024
NN7450,PERT,Y,24,1995,2024
NN7506,CENT,N,6,2012,2019
NN7507,CENT,N,20,1994,2019
NN7510,CENT,Y,9,2014,2024
NN7511,CENT,Y,18,1998,2024
NN7579,PERT,Y,5,2018,2023
NN7600,CENT,Y,19,1998,2023
NN7601,CENT,Y,22,1998,2024
NN7610,CENT,Y,8,2007,2024
NN7748,PERT,Y,1,2023,2023
NN7778,PERT,Y,1,2023,2023
NN7809,CENT,N,12,1994,2014
NN7812,CENT,Y,10,2013,2024
NN7813,CENT,Y,24,1997,2024
NN7814,CENT,Y,14,2006,2023
NN7922,PERT,Y,3,2022,2024
NN7935,PERT,Y,8,2000,2023
NN8041,PERT,Y,9,2013,2024
NN8042,PERT,Y,9,2013,2024
NN8056,PERT,Y,13,2007,2024
NN8130,PERT,N,10,2000,2021
NN8144,PERT,Y,7,2017,2024
NN8170,PERT,Y,7,2007,2023
NN8241,PERT,Y,7,1996,2024
NN8306,CENT,N,20,1997,2023
NN8316,PERT,Y,8,2013,2023
NN8324,PERT,Y,3,2006,2023
NN8404,CENT,Y,4,2021,2024
NN8405,CENT,Y,26,1997,2024
NN8600,CENT,Y,13,2011,2024
NN8601,CENT,Y,26,1994,2024
NN8608,CENT,N,18,1995,2022
NN8738,PERT,Y,7,2013,2024
NN8751,PERT,N,4,2016,2022
NN8795,INVE,Y,6,2013,2024
NN8895,INVE,Y,3,2018,2023
NN9055,PERT,N,1,2000,2000
NN9056,PERT,N,6,2000,2022
NN9187,KINC,Y,21,1995,2023
NN9255,PERT,N,2,2021,2022
NN9309,CENT,Y,16,1997,2024
NN9388,KINC,Y,23,1994,2021
NN9457,PERT,Y,11,2007,2024
NN9527,PERT,Y,18,1998,2024
NN9538,PERT,N,25,1996,2021
NN9615,PERT,Y,12,2007,2024
NN9662,PERT,Y,6,2017,2024
NN9702,CENT,Y,24,1997,2024
NN9783,KINC,Y,20,1996,2024
NO0004,FIFE,Y,4,2021,2024
NO0012,PERT,Y,10,2013,2024
NO0035,PERT,Y,8,2013,2023
NO0113,PERT,Y,11,2007,2024
NO0201,FIFE,Y,4,2021,2024
NO0242,PERT,Y,1,2023,2023
NO0248,PERT,Y,14,2007,2024
NO0481,KINC,Y,15,1994,2024
NO0521,PERT,Y,10,2013,2024
NO0630,PERT,N,2,2005,2007
NO0694,KINC,Y,8,2007,2024
NO0700,FIFE,N,28,1994,2021
NO0708,FIFE,Y,11,2013,2024
NO0709,FIFE,Y,30,1994,2024
NO0728,PERT,Y,12,2013,2024
NO0787,KINC,N,16,1999,2019
NO0791,KINC,Y,23,1995,2024
NO0808,FIFE,N,4,2016,2021
NO0809,FIFE,N,5,2015,2021
NO0826,PERT,Y,16,1998,2024
NO0917,PERT,Y,2,2023,2024
NO0999,KINC,Y,6,2017,2023
NO1007,FIFE,Y,14,2006,2024
NO1040,PERT,Y,12,1994,2024
NO1063,PERT,Y,9,2005,2024
NO1108,FIFE,N,19,2004,2023
NO1176,PERT,Y,4,2021,2024
NO1177,PERT,Y,6,2018,2024
NO1305,FIFE,Y,14,2006,2024
NO1339,PERT,Y,5,2019,2024
NO1408,FIFE,Y,29,1995,2024
NO1435,PERT,Y,10,2007,2022
NO1476,PERT,Y,14,1994,2024
NO1566,PERT,N,9,1997,2010
NO1603,FIFE,Y,8,2013,2024
NO1623,PERT,Y,30,1994,2024
NO1702,FIFE,Y,2,2021,2022
NO1705,FIFE,Y,5,2017,2023
NO1712,PERT,Y,10,2002,2024
NO1801,FIFE,Y,4,2019,2023
NO1816,PERT,Y,2,2023,2024
NO1935,PERT,N,3,1996,2007
NO2002,FIFE,Y,14,2007,2024
NO2011,FIFE,N,17,2002,2019
NO2017,FIFE,Y,28,1995,2024
NO2115,FIFE,N,9,2011,2021
NO2210,FIFE,N,19,2004,2023
NO2214,FIFE,N,25,1994,2022
NO2216,FIFE,N,1,2019,2019
NO2309,FIFE,Y,6,2019,2024
NO2340,PERT,Y,15,2002,2024
NO2459,ANGU,N,10,1995,2021
NO2460,ANGU,Y,7,2007,2022
NO2500,FIFE,Y,30,1994,2024
NO2514,FIFE,Y,28,1994,2024
NO2552,ANGU,N,12,1995,2023
NO2555,ANGU,N,4,2007,2021
NO2602,FIFE,Y,7,2017,2024
NO2605,FIFE,N,10,2009,2019
NO2704,FIFE,Y,19,2005,2024
NO2706,FIFE,Y,6,2019,2024
NO2709,FIFE,Y,27,1997,2024
NO2740,PERT,Y,6,2016,2022
NO2773,ANGU,Y,10,1994,2018
NO2774,ANGU,Y,9,1995,2018
NO2800,FIFE,Y,15,2007,2024
NO2801,FIFE,Y,11,2013,2024
NO2818,FIFE,N,11,2007,2019
NO2995,KINC,N,18,1999,2019
NO3113,FIFE,Y,7,2015,2024
NO3119,FIFE,N,16,2003,2018
NO3253,ANGU,N,3,2007,2009
NO3409,FIFE,N,5,2014,2018
NO3411,FIFE,Y,20,2005,2024
NO3421,FIFE,Y,4,2017,2024
NO3481,KINC,Y,8,1995,2024
NO3500,FIFE,N,14,1994,2009
NO3508,FIFE,N,17,2002,2021
NO3545,ANGU,Y,3,2022,2024
NO3616,FIFE,N,15,2007,2021
NO3622,FIFE,Y,25,1998,2024
NO3625,FIFE,Y,10,2014,2024
NO3736,ANGU,Y,4,2010,2024
NO3765,ANGU,Y,16,2007,2024
NO3812,FIFE,Y,6,2019,2024
NO3835,ANGU,N,1,2003,2003
NO3904,FIFE,N,9,2007,2022
NO4003,FIFE,Y,26,1998,2024
NO4106,FIFE,Y,29,1994,2024
NO4110,FIFE,Y,12,2012,2024
NO4162,ANGU,N,12,1996,2023
NO4179,ANGU,Y,15,2006,2024
NO4228,FIFE,Y,18,2007,2024
NO4309,FIFE,Y,17,2007,2024
NO4371,ANGU,Y,9,2007,2022
NO4385,KINC,Y,11,1995,2024
NO4418,FIFE,Y,12,2007,2024
NO4445,ANGU,Y,5,1997,2007
NO4518,FIFE,Y,2,2023,2024
NO4543,ANGU,Y,11,1995,2024
NO4561,ANGU,N,5,2007,2021
NO4635,ANGU,N,22,1994,2017
NO4655,ANGU,N,11,2006,2016
NO4681,KINC,N,9,2007,2015
NO4724,FIFE,Y,5,2019,2024
NO4795,KINC,Y,19,1995,2024
NO4907,FIFE,N,5,2014,2018
NO4910,FIFE,Y,21,2003,2024
NO4911,FIFE,Y,19,2005,2024
NO4921,FIFE,Y,3,2021,2024
NO4925,FIFE,Y,29,1995,2024
NO4995,KINC,Y,4,2017,2023
NO5064,ANGU,N,2,1996,1997
NO5088,KINC,Y,15,1998,2023
NO5089,KINC,Y,10,2013,2023
NO5176,ANGU,Y,11,2002,2024
NO5194,KINC,Y,26,1994,2021
NO5203,FIFE,Y,19,2005,2024
NO5204,FIFE,Y,9,2015,2024
NO5305,FIFE,N,2,2018,2019
NO5306,FIFE,Y,17,2007,2024
NO5381,KINC,Y,26,1994,2024
NO5402,FIFE,Y,27,1996,2024
NO5596,KINC,Y,18,1998,2024
NO5603,FIFE,N,22,2001,2022
NO5604,FIFE,Y,17,2007,2023
NO5905,FIFE,Y,5,2019,2024
NO6007,FIFE,Y,29,1994,2024
NO6008,FIFE,N,11,2008,2021
NO6009,FIFE,Y,8,2015,2024
NO6097,KINC,Y,19,1994,2024
NO6266,ANGU,Y,4,2016,2024
NO6442,ANGU,Y,8,1994,2024
NO6494,KINC,Y,27,1994,2024
NO6675,ANGU,Y,4,2021,2024
NO6795,KINC,Y,10,2007,2024
NO6845,ANGU,Y,14,2007,2024
NO6878,ANGU,Y,1,2005,2005
NO6967,ANGU,N,4,2014,2017
NO7257,ANGU,Y,13,2006,2024
NO7367,ANGU,Y,5,1996,2024
NO7471,ANGU,N,9,1996,2022
NO7480,KINC,Y,16,2007,2024
NO7482,KINC,N,5,1999,2007
NO7892,KINC,Y,27,1994,2023
NO7989,KINC,N,27,1994,2023
NO7993,KINC,Y,22,1994,2023
NO8174,ANGU,Y,1,2024,2024
NO8490,KINC,Y,23,1996,2024
NO8493,KINC,Y,12,1994,2023
NO8594,KINC,Y,5,2003,2024
NO8690,KINC,Y,14,1996,2024
NR2062,ISLA,Y,17,2007,2024
NR2741,ISLA,Y,10,2014,2024
NR2846,ISLA,Y,10,2014,2024
NR3072,ISLA,Y,12,2005,2022
NR3145,ISLA,Y,7,2017,2024
NR3270,ISLA,N,1,2022,2022
NR3444,ISLA,Y,12,2011,2023
NR3566,ISLA,Y,1,2005,2005
NR3588,ISLA,Y,29,1994,2023
NR3594,ISLA,Y,7,2017,2024
NR3895,ISLA,Y,31,1994,2024
NR4048,ISLA,Y,7,2017,2024
NR4571,ISLA,Y,3,2018,2024
NR4773,ISLA,Y,3,2018,2024
NR5780,ISLA,Y,1,2024,2024
NR6632,ARGS,Y,10,2004,2013
NR6829,ARGS,N,7,1994,2003
NR7684,ARGS,Y,1,2002,2002
NR7770,ARGS,Y,17,1994,2024
NR7992,ARGS,Y,23,1994,2024
NR8294,ARGS,Y,10,2015,2024
NR8494,ARGS,Y,10,2015,2024
NR8743,ARRA,Y,5,2004,2024
NR8888,ARGS,Y,18,1999,2024
NR8958,ARGS,N,4,2007,2010
NR9275,ARGS,Y,13,1994,2014
NR9332,ARRA,Y,15,1999,2024
NR9333,ARRA,Y,15,1999,2024
NS0367,ARGS,Y,5,2014,2018
NS0392,ARGS,Y,16,1994,2024
NS0757,ARGS,Y,8,2014,2021
NS0884,ARGS,Y,20,1994,2023
NS1280,ARGS,Y,21,1994,2023
NS2301,AYRS,N,17,1997,2018
NS2351,AYRS,Y,4,1994,2023
NS2367,LANA,Y,3,2007,2019
NS2385,LANA,Y,2,2009,2011
NS2699,LANA,N,5,2006,2016
NS2761,LANA,Y,11,1994,2024
NS2813,AYRS,Y,10,1998,2023
NS2870,LANA,Y,19,1995,2023
NS3067,LANA,Y,6,2007,2023
NS3091,LANA,Y,13,2003,2024
NS3212,AYRS,N,3,1996,2018
NS3400,AYRS,Y,15,2007,2024
NS3462,LANA,Y,16,2006,2022
NS3500,AYRS,Y,2,2023,2024
NS3545,AYRS,Y,12,2007,2024
NS3680,LANA,Y,19,2000,2024
NS3913,AYRS,Y,8,1997,2024
NS3998,LANA,Y,18,1995,2024
NS4060,LANA,Y,19,2006,2024
NS4127,AYRS,Y,15,1996,2024
NS4261,LANA,Y,5,2019,2024
NS4281,LANA,Y,20,1994,2023
NS4388,LANA,Y,15,1996,2021
NS4478,LANA,Y,8,2009,2021
NS4495,LANA,Y,16,1995,2023
NS4533,AYRS,Y,22,1998,2024
NS4598,LANA,Y,6,1995,2024
NS4687,LANA,Y,19,1994,2022
NS4789,LANA,Y,8,2006,2023
NS4831,AYRS,Y,14,2003,2024
NS4889,LANA,Y,13,1994,2023
NS4914,AYRS,N,9,1997,2008
NS4998,LANA,Y,3,2009,2024
NS5040,LANA,Y,1,2019,2019
NS5057,LANA,Y,17,2000,2019
NS5133,AYRS,Y,24,1997,2024
NS5194,CENT,Y,9,2007,2024
NS5369,LANA,Y,18,2007,2024
NS5392,CENT,Y,11,2013,2024
NS5401,AYRS,Y,4,2019,2024
NS5535,AYRS,Y,8,1998,2024
NS5598,CENT,Y,16,1999,2024
NS5621,AYRS,Y,1,2024,2024
NS5629,AYRS,Y,6,1996,2024
NS5690,CENT,N,4,2007,2017
NS5749,LANA,Y,6,2012,2024
NS5975,LANA,Y,28,1994,2024
NS6042,LANA,Y,15,2005,2021
NS6077,LANA,Y,12,1994,2024
NS6153,LANA,Y,24,1994,2024
NS6183,LANA,Y,18,2006,2024
NS6190,CENT,Y,20,1995,2024
NS6191,CENT,Y,10,2013,2024
NS6206,AYRS,Y,14,2005,2024
NS6394,CENT,Y,22,1997,2024
NS6511,AYRS,Y,5,1997,2024
NS6585,LANA,Y,5,2004,2012
NS6591,CENT,Y,12,2009,2024
NS6672,LANA,Y,6,2011,2023
NS6759,LANA,Y,12,1995,2024
NS6766,LANA,Y,13,2004,2024
NS6773,LANA,Y,7,2004,2015
NS6803,AYRS,Y,7,2017,2024
NS6959,LANA,Y,16,2004,2021
NS7038,LANA,Y,20,1995,2018
NS7171,LANA,Y,11,2007,2024
NS7196,CENT,Y,23,1997,2024
NS7198,CENT,Y,29,1994,2024
NS7355,LANA,Y,13,1994,2009
NS7502,DUMF,Y,23,1997,2024
NS7524,LANA,N,3,2007,2009
NS7628,LANA,Y,10,2012,2024
NS7629,LANA,Y,15,2007,2024
NS7669,LANA,N,3,2007,2009
NS7727,LANA,N,7,1994,2021
NS7749,LANA,Y,2,2023,2024
NS7830,LANA,Y,27,1996,2024
NS7883,CENT,Y,22,1997,2022
NS7990,CENT,Y,20,2004,2024
NS8011,DUMF,Y,3,2007,2009
NS8047,LANA,Y,12,2007,2024
NS8182,CENT,Y,27,1994,2024
NS8279,CENT,Y,24,1997,2024
NS8281,CENT,N,3,2019,2022
NS8353,LANA,Y,17,2007,2024
NS8369,LANA,Y,2,2009,2014
NS8405,DUMF,Y,5,2007,2024
NS8486,CENT,Y,17,2006,2024
NS8579,CENT,Y,21,1998,2024
NS8582,CENT,Y,28,1994,2024
NS8698,CENT,Y,13,2011,2024
NS8699,CENT,Y,25,1997,2024
NS8717,DUMF,Y,10,2002,2024
NS8784,CENT,Y,6,2019,2024
NS8989,CENT,Y,29,1994,2024
NS8994,CENT,Y,14,2009,2024
NS9076,LOTH,Y,16,2000,2024
NS9273,LOTH,Y,15,2007,2022
NS9287,CENT,Y,5,2019,2024
NS9470,LOTH,N,8,2016,2024
NS9523,LANA,Y,5,2007,2021
NS9580,CENT,N,3,2019,2021
NS9787,CENT,Y,29,1994,2024
NS9895,CENT,Y,24,1997,2024
NS9935,LANA,Y,9,2007,2021
NS9986,CENT,Y,19,2005,2024
NT0076,LOTH,Y,7,2016,2023
NT0087,FIFE,Y,23,2001,2024
NT0088,FIFE,Y,20,2005,2024
NT0097,FIFE,Y,12,2009,2021
NT0194,FIFE,N,10,2007,2021
NT0210,BORD,Y,9,2007,2024
NT0244,LANA,Y,10,1994,2021
NT0275,LOTH,Y,3,2019,2024
NT0295,FIFE,N,14,2003,2019
NT0338,BORD,Y,6,2018,2024
NT0398,FIFE,Y,26,1996,2024
NT0433,BORD,Y,3,2022,2024
NT0455,LOTH,Y,6,2013,2024
NT0492,FIFE,Y,10,2007,2024
NT0500,DUMF,N,21,1994,2018
NT0650,LOTH,N,6,2010,2016
NT0651,LOTH,N,17,1994,2018
NT0653,LOTH,Y,10,2014,2024
NT0670,LOTH,Y,3,2016,2024
NT0686,FIFE,Y,27,1997,2024
NT0749,LANA,Y,8,2007,2022
NT0772,LOTH,Y,5,2013,2024
NT0773,LOTH,Y,16,1994,2022
NT0852,LOTH,N,3,2017,2019
NT0860,LOTH,Y,8,2013,2024
NT0903,DUMF,Y,22,1995,2024
NT0971,LOTH,Y,9,2015,2024
NT0994,FIFE,N,1,2014,2014
NT0997,FIFE,Y,4,2018,2022
NT1087,FIFE,Y,12,2009,2024
NT1089,FIFE,Y,9,2016,2024
NT1167,LOTH,Y,4,2021,2024
NT1170,LOTH,Y,20,1995,2024
NT1196,FIFE,Y,17,2005,2024
NT1211,BORD,Y,6,2007,2024
NT1296,FIFE,Y,16,2007,2023
NT1385,FIFE,Y,25,1999,2024
NT1394,FIFE,Y,17,2007,2024
NT1424,BORD,Y,3,2022,2024
NT1441,BORD,Y,3,2022,2024
NT1471,LOTH,Y,3,2021,2023
NT1475,LOTH,Y,20,2004,2024
NT1516,BORD,Y,3,2022,2024
NT1526,BORD,Y,8,2007,2024
NT1549,BORD,Y,18,1994,2024
NT1569,LOTH,Y,5,2019,2024
NT1576,LOTH,Y,6,2014,2024
NT1588,FIFE,N,24,1997,2023
NT1591,FIFE,N,6,2013,2021
NT1596,FIFE,Y,29,1994,2024
NT1668,LOTH,Y,7,2017,2024
NT1759,LOTH,Y,12,2012,2024
NT1760,LOTH,Y,25,1994,2024
NT1765,LOTH,Y,5,2014,2024
NT1783,FIFE,Y,2,2023,2024
NT1845,BORD,Y,15,2008,2024
NT1960,LOTH,Y,25,1994,2023
NT2010,BORD,Y,3,2022,2024
NT2048,BORD,Y,17,1994,2024
NT2148,BORD,Y,4,2016,2024
NT2259,LOTH,Y,29,1994,2024
NT2357,LOTH,Y,8,2013,2024
NT2367,LOTH,Y,7,2016,2024
NT2369,LOTH,Y,20,2005,2024
NT2370,LOTH,Y,17,2006,2024
NT2396,FIFE,N,25,1994,2022
NT2438,BORD,Y,3,2022,2024
NT2454,LOTH,Y,5,2016,2023
NT2466,LOTH,Y,12,2013,2024
NT2474,LOTH,Y,16,2005,2024
NT2496,FIFE,N,5,2006,2010
NT2553,LOTH,N,6,2010,2023
NT2554,LOTH,Y,9,2008,2024
NT2610,BORD,Y,3,2022,2024
NT2644,BORD,Y,17,2007,2024
NT2651,LOTH,Y,7,2013,2024
NT2652,LOTH,Y,23,1996,2024
NT2657,LOTH,Y,6,2016,2023
NT2675,LOTH,Y,17,1999,2024
NT2686,FIFE,Y,28,1994,2024
NT2687,FIFE,Y,30,1994,2024
NT2690,FIFE,Y,27,1994,2024
NT2795,FIFE,Y,18,1996,2023
NT2805,DUMF,N,5,1994,1998
NT2847,BORD,Y,17,1998,2024
NT2862,LOTH,Y,15,2004,2024
NT2895,FIFE,Y,19,2006,2024
NT2972,LOTH,Y,7,2014,2024
NT3067,LOTH,Y,11,1994,2024
NT3069,LOTH,Y,11,2007,2019
NT3164,LOTH,Y,2,2023,2024
NT3332,BORD,Y,29,1994,2024
NT3442,LOTH,Y,2,2022,2023
NT3471,LOTH,Y,11,2013,2024
NT3539,BORD,Y,12,2007,2024
NT3548,LOTH,N,11,2010,2021
NT3549,LOTH,Y,22,1994,2024
NT3567,LOTH,Y,18,1997,2024
NT3668,LOTH,Y,7,2013,2024
NT3673,LOTH,Y,8,2014,2024
NT3729,BORD,Y,3,2022,2024
NT3747,LOTH,Y,7,2011,2024
NT3809,BORD,Y,25,1995,2024
NT3856,LOTH,N,1,2021,2021
NT3863,LOTH,Y,10,2013,2024
NT3871,LOTH,Y,6,2014,2024
NT3912,BORD,Y,3,2022,2024
NT3916,BORD,Y,3,2022,2024
NT3967,LOTH,Y,5,2019,2024
NT4050,LOTH,Y,9,2015,2024
NT4241,LOTH,N,4,2013,2018
NT4272,LOTH,Y,5,2017,2024
NT4301,BORD,Y,6,2017,2024
NT4350,LOTH,Y,15,1994,2024
NT4359,LOTH,Y,10,2011,2024
NT4428,BORD,Y,15,2007,2024
NT4438,BORD,N,13,2010,2024
NT4439,BORD,N,19,2004,2024
NT4465,LOTH,Y,10,2014,2024
NT4559,LOTH,Y,18,1994,2024
NT4575,LOTH,Y,29,1994,2024
NT4638,BORD,Y,11,2007,2024
NT4641,LOTH,N,3,2013,2020
NT4672,LOTH,Y,21,1996,2024
NT4704,BORD,Y,8,2014,2024
NT4705,BORD,Y,24,1996,2024
NT4940,LOTH,Y,12,2007,2024
NT4946,LOTH,N,3,2020,2022
NT4959,LOTH,Y,4,2021,2024
NT4971,LOTH,Y,11,2013,2024
NT5065,LOTH,Y,6,2013,2024
NT5070,LOTH,Y,9,2013,2023
NT5071,LOTH,Y,19,2004,2024
NT5151,BORD,Y,22,1994,2024
NT5171,LOTH,Y,13,2009,2023
NT5201,BORD,Y,8,2007,2024
NT5229,BORD,Y,18,1996,2024
NT5271,LOTH,Y,25,1994,2024
NT5323,BORD,Y,3,2022,2024
NT5334,BORD,Y,26,1994,2023
NT5365,LOTH,Y,11,2013,2024
NT5458,BORD,Y,10,2015,2024
NT5459,BORD,Y,15,2007,2024
NT5725,BORD,Y,12,2013,2024
NT5763,LOTH,N,10,2010,2019
NT5764,LOTH,Y,19,2005,2024
NT5776,LOTH,Y,26,1994,2023
NT5821,BORD,Y,11,2013,2024
NT5971,LOTH,Y,15,2009,2024
NT5981,LOTH,Y,17,2005,2024
NT6007,BORD,Y,21,1994,2024
NT6111,BORD,Y,3,2022,2024
NT6162,LOTH,Y,27,1994,2024
NT6178,LOTH,Y,7,2016,2024
NT6468,LOTH,Y,10,2014,2024
NT6578,LOTH,Y,26,1994,2024
NT6644,BORD,Y,3,2022,2024
NT6661,LOTH,Y,10,2013,2024
NT6678,LOTH,Y,26,1994,2024
NT6708,BORD,Y,8,2007,2024
NT6878,LOTH,Y,4,2015,2024
NT6969,LOTH,N,6,2010,2015
NT6970,LOTH,Y,25,1994,2024
NT7000,NBLD,N,3,2018,2022
NT7011,BORD,Y,13,1994,2024
NT7214,BORD,Y,11,1994,2024
NT7272,LOTH,Y,3,2016,2024
NT7276,LOTH,Y,9,2013,2024
NT7307,NBLD,Y,4,2021,2024
NT7400,NBLD,Y,6,2017,2023
NT7405,NBLD,Y,1,2023,2023
NT7407,NBLD,Y,18,2006,2024
NT7422,BORD,Y,23,1995,2024
NT7435,BORD,Y,3,2022,2024
NT7503,NBLD,Y,27,1994,2024
NT7572,LOTH,N,9,2014,2023
NT7664,BORD,Y,14,2010,2024
NT7665,BORD,Y,19,2005,2024
NT7707,NBLD,Y,5,2017,2023
NT7708,NBLD,Y,23,1995,2023
NT7743,BORD,Y,3,2022,2024
NT7752,BORD,Y,13,2007,2024
NT7753,BORD,Y,3,2022,2024
NT7852,BORD,Y,30,1994,2024
NT7911,BORD,Y,14,2010,2024
NT7912,BORD,Y,16,2007,2024
NT7913,BORD,Y,15,2007,2024
NT7930,BORD,Y,12,2013,2024
NT7970,LOTH,Y,14,2004,2024
NT8133,BORD,Y,17,1998,2024
NT8268,BORD,Y,26,1994,2024
NT8358,BORD,Y,1,2022,2022
NT8710,NBLD,Y,24,1996,2024
NT8711,NBLD,Y,9,2014,2024
NT8817,NBLD,Y,6,2006,2023
NT9040,NBLD,Y,12,2009,2024
NT9134,NBLD,Y,12,2005,2024
NT9136,NBLD,Y,17,2006,2024
NT9540,NBLD,Y,2,2023,2024
NT9633,NBLD,Y,19,1994,2024
NT9635,NBLD,Y,20,2003,2024
NT9655,BORD,Y,3,2022,2024
NT9736,NBLD,N,13,2006,2022
NT9837,NBLD,Y,1,2024,2024
NT9910,NBLD,Y,16,2006,2024
NT9913,NBLD,Y,29,1994,2024
NT9914,NBLD,Y,29,1994,2024
NU0020,NBLD,Y,27,1994,2024
NU0126,NBLD,Y,28,1994,2024
NU0134,NBLD,N,15,2006,2022
NU0242,NBLD,N,15,1994,2021
NU0247,NBLD,N,13,2000,2016
NU0310,NBLD,Y,17,2006,2024
NU0426,NBLD,Y,7,2017,2024
NU0538,NBLD,N,26,1994,2022
NU0637,NBLD,N,18,1999,2019
NU0726,NBLD,Y,29,1994,2024
NU0740,NBLD,Y,3,2022,2024
NU0804,NBLD,Y,15,2007,2023
NU0840,NBLD,Y,18,2006,2024
NU1019,NBLD,Y,28,1994,2024
NU1024,NBLD,Y,18,2006,2024
NU1100,NBLD,Y,19,1997,2024
NU1108,NBLD,Y,9,2007,2024
NU1402,NBLD,Y,23,1999,2024
NU1433,NBLD,Y,24,1999,2024
NU2030,NBLD,Y,27,1997,2024
NU2110,NBLD,Y,18,2006,2024
NU2127,NBLD,Y,10,2006,2024
NU2222,NBLD,Y,3,2022,2024
NU2417,NBLD,Y,3,2022,2024
NX0366,WIGT,N,2,2012,2013
NX0746,WIGT,N,1,1995,1995
NX1171,WIGT,N,6,1995,2019
NX1682,AYRS,Y,6,2007,2024
NX2381,AYRS,Y,4,1995,2023
NX2489,AYRS,N,1,2022,2022
NX2783,AYRS,N,2,1995,1996
NX2796,AYRS,N,3,2007,2009
NX2983,AYRS,Y,10,1995,2023
NX2987,AYRS,N,1,2022,2022
NX3159,WIGT,N,3,1995,1997
NX3989,KIRK,N,2,2019,2021
NX4069,WIGT,Y,8,2006,2023
NX4151,WIGT,Y,23,1996,2023
NX4438,WIGT,Y,24,1995,2023
NX4764,WIGT,N,3,2007,2009
NX4766,WIGT,Y,8,2017,2024
NX4861,WIGT,Y,9,2015,2023
NX4997,AYRS,Y,9,2012,2024
NX5099,KIRK,Y,10,1995,2024
NX5190,KIRK,Y,12,1995,2024
NX5191,KIRK,Y,12,1995,2024
NX5571,KIRK,N,6,2007,2019
NX5673,KIRK,N,5,2007,2018
NX5994,KIRK,Y,2,2007,2008
NX6157,KIRK,Y,9,2007,2024
NX6199,KIRK,N,2,1997,2019
NX6298,KIRK,N,2,1997,2019
NX6488,KIRK,Y,18,1994,2024
NX6576,KIRK,Y,20,1994,2019
NX6847,KIRK,Y,14,1997,2024
NX6945,KIRK,Y,2,1998,1999
NX7293,DUMF,N,11,1994,2010
NX8062,KIRK,Y,22,1995,2024
NX8082,DUMF,Y,20,1994,2019
NX8099,DUMF,Y,24,1994,2019
NX8278,KIRK,Y,14,2007,2024
NX8665,KIRK,Y,6,1999,2023
NX9282,DUMF,Y,15,2003,2024
NX9391,DUMF,Y,22,1995,2024
NX9482,DUMF,Y,3,2007,2009
NX9689,DUMF,N,3,2007,2009
NX9894,DUMF,N,3,2007,2009
NX9970,DUMF,Y,8,2000,2023
NY0031,CUMB,Y,16,2005,2024
NY0128,CUMB,N,3,2019,2021
NY0272,DUMF,N,3,2007,2009
NY0667,DUMF,Y,13,1998,2017
NY0783,DUMF,Y,23,1994,2024
NY0922,CUMB,N,25,1995,2021
NY0948,CUMB,N,14,1994,2015
NY1084,DUMF,Y,23,1994,2024
NY1148,CUMB,N,10,2003,2015
NY1151,CUMB,Y,19,1994,2022
NY1171,DUMF,Y,12,1994,2024
NY1498,DUMF,Y,10,1995,2024
NY1527,CUMB,Y,17,2003,2024
NY1548,CUMB,Y,29,1994,2024
NY1796,DUMF,Y,11,1994,2024
NY2115,CUMB,Y,19,2003,2024
NY2320,CUMB,Y,28,1994,2024
NY2421,CUMB,Y,17,1995,2017
NY2518,CUMB,Y,20,2002,2024
NY2590,DUMF,N,3,2007,2009
NY2654,CUMB,N,19,1995,2023
NY2700,CUMB,Y,3,2015,2021
NY2756,CUMB,Y,17,2007,2024
NY2799,DUMF,N,4,1997,2021
NY2832,CUMB,Y,13,1994,2024
NY2918,CUMB,Y,4,2021,2024
NY2919,CUMB,Y,17,2003,2024
NY2926,CUMB,Y,25,1994,2023
NY2927,CUMB,Y,11,2011,2023
NY2931,CUMB,Y,11,1994,2017
NY3101,CUMB,Y,4,2011,2024
NY3102,CUMB,Y,14,1998,2024
NY3198,DUMF,N,7,1994,2004
NY3215,CUMB,Y,5,2018,2023
NY3228,CUMB,Y,15,2003,2019
NY3250,CUMB,N,22,1994,2016
NY3297,DUMF,N,3,1994,1996
NY3351,CUMB,Y,20,2003,2023
NY3417,CUMB,Y,1,2024,2024
NY3429,CUMB,Y,10,2014,2023
NY3445,CUMB,Y,17,2003,2024
